country,state,district,year,dyid,hardnesstotal,SDP,GinniIndex
India,Bihar,Sheikhpura,2015,Sheikhpura2015,,269199.6011080,-
India,Bihar,Sheikhpura,2016,Sheikhpura2016,237.5,289264.8743110,-
India,Bihar,Sheikhpura,2017,Sheikhpura2017,,312605.1364840,-
India,Bihar,Sheikhpura,2018,Sheikhpura2018,,345545.4510650,-
India,Bihar,Sheohar,2000,Sheohar2000,,110614.8384025,-
India,Bihar,Sheohar,2001,Sheohar2001,,104271.4311831,-
India,Bihar,Sheohar,2002,Sheohar2002,,117457.1421273,-
India,Bihar,Sheohar,2003,Sheohar2003,,109882.9860909,-
India,Bihar,Sheohar,2004,Sheohar2004,,123786.1184561,-
India,Bihar,Sheohar,2005,Sheohar2005,,120702.7833210,-
India,Bihar,Sheohar,2006,Sheohar2006,,141591.8828573,-
India,Bihar,Sheohar,2007,Sheohar2007,,148922.2741187,-
India,Bihar,Sheohar,2008,Sheohar2008,,171625.4704850,-
India,Bihar,Sheohar,2009,Sheohar2009,220,179834.9465579,-
India,Bihar,Sheohar,2010,Sheohar2010,,207295.1926379,0.26
India,Bihar,Sheohar,2011,Sheohar2011,230,228497.4445300,-
India,Bihar,Sheohar,2012,Sheohar2012,,236932.5512450,-
India,Bihar,Sheohar,2013,Sheohar2013,160,246914.7420090,-
India,Bihar,Sheohar,2014,Sheohar2014,,255738.8121590,-
India,Bihar,Sheohar,2015,Sheohar2015,,269199.6011080,-
India,Bihar,Sheohar,2016,Sheohar2016,,289264.8743110,-
India,Bihar,Sheohar,2017,Sheohar2017,,312605.1364840,-
India,Bihar,Sheohar,2018,Sheohar2018,,345545.4510650,-
India,Madhya Pradesh,Sheopur,2000,Sheopur2000,452.05884,142623.6373679,-
India,Madhya Pradesh,Sheopur,2001,Sheopur2001,481,152826.3020635,-
India,Madhya Pradesh,Sheopur,2002,Sheopur2002,447.5,144856.4718406,-
India,Madhya Pradesh,Sheopur,2003,Sheopur2003,,161105.9514238,-
India,Madhya Pradesh,Sheopur,2004,Sheopur2004,311.15384,166392.1069122,-
India,Madhya Pradesh,Sheopur,2005,Sheopur2005,320,174775.7442430,-
India,Madhya Pradesh,Sheopur,2006,Sheopur2006,412.33334,190707.9783514,-
India,Madhya Pradesh,Sheopur,2007,Sheopur2007,373.75,199720.2561209,-
India,Madhya Pradesh,Sheopur,2008,Sheopur2008,306.53845,224970.9800584,-
India,Madhya Pradesh,Sheopur,2009,Sheopur2009,374.09091,246296.5721929,-
India,Madhya Pradesh,Sheopur,2010,Sheopur2010,315.33334,259230.1690989,0.28
India,Madhya Pradesh,Sheopur,2011,Sheopur2011,309.5,282371.0400000,-
India,Madhya Pradesh,Sheopur,2012,Sheopur2012,375.13333,306853.3400000,-
India,Madhya Pradesh,Sheopur,2013,Sheopur2013,346.38889,322597.6000000,-
India,Madhya Pradesh,Sheopur,2014,Sheopur2014,301.47058,339246.9000000,-
India,Madhya Pradesh,Sheopur,2015,Sheopur2015,371.66666,370715.6700000,-
India,Madhya Pradesh,Sheopur,2016,Sheopur2016,285.45456,419465.2500000,-
India,Madhya Pradesh,Sheopur,2017,Sheopur2017,392.5,441956.4300000,-
India,Madhya Pradesh,Sheopur,2018,Sheopur2018,323.16666,482361.0200000,-
India,Karnataka,Shimoga,2000,Shimoga2000,,276258.3865464,-
India,Karnataka,Shimoga,2001,Shimoga2001,,281266.0548067,-
India,Karnataka,Shimoga,2002,Shimoga2002,,296352.7163877,-
India,Karnataka,Shimoga,2003,Shimoga2003,253.0303,302124.2662471,-
India,Karnataka,Shimoga,2004,Shimoga2004,,332758.3433893,-
India,Karnataka,Shimoga,2005,Shimoga2005,173.07692,366993.4895299,-
India,Karnataka,Shimoga,2006,Shimoga2006,,405152.1452699,-
India,Karnataka,Shimoga,2007,Shimoga2007,,455993.4845757,-
India,Karnataka,Shimoga,2008,Shimoga2008,,488433.5425002,-
India,Karnataka,Shimoga,2009,Shimoga2009,,488554.9250672,-
India,Karnataka,Shimoga,2010,Shimoga2010,,538790.6955123,0.21
India,Karnataka,Shimoga,2011,Shimoga2011,,554952.2022990,-
India,Karnataka,Shimoga,2012,Shimoga2012,121.21212,593192.0328710,-
India,Karnataka,Shimoga,2013,Shimoga2013,111.27273,646786.9485200,-
India,Karnataka,Shimoga,2014,Shimoga2014,,671283.4979700,-
India,Karnataka,Shimoga,2015,Shimoga2015,,749951.6130690,-
India,Karnataka,Shimoga,2016,Shimoga2016,128.47223,851393.9914870,-
India,Karnataka,Shimoga,2017,Shimoga2017,,915641.8926070,-
India,Karnataka,Shimoga,2018,Shimoga2018,141.59091,974815.3000880,-
India,Madhya Pradesh,Shivpuri,2000,Shivpuri2000,269.39999,142623.6373679,-
India,Madhya Pradesh,Shivpuri,2001,Shivpuri2001,325.90909,152826.3020635,-
India,Madhya Pradesh,Shivpuri,2002,Shivpuri2002,278.80951,144856.4718406,-
India,Madhya Pradesh,Shivpuri,2003,Shivpuri2003,,161105.9514238,-
India,Madhya Pradesh,Shivpuri,2004,Shivpuri2004,308.14816,166392.1069122,-
India,Madhya Pradesh,Shivpuri,2005,Shivpuri2005,322.30768,174775.7442430,-
India,Madhya Pradesh,Shivpuri,2006,Shivpuri2006,,190707.9783514,-
India,Madhya Pradesh,Shivpuri,2007,Shivpuri2007,336.25,199720.2561209,-
India,Madhya Pradesh,Shivpuri,2008,Shivpuri2008,354.31033,224970.9800584,-
India,Madhya Pradesh,Shivpuri,2009,Shivpuri2009,428.27585,246296.5721929,-
India,Madhya Pradesh,Shivpuri,2010,Shivpuri2010,337.58621,259230.1690989,0.27
India,Madhya Pradesh,Shivpuri,2011,Shivpuri2011,351.42856,282371.0400000,-
India,Madhya Pradesh,Shivpuri,2012,Shivpuri2012,405.53571,306853.3400000,-
India,Madhya Pradesh,Shivpuri,2013,Shivpuri2013,451.81818,322597.6000000,-
India,Madhya Pradesh,Shivpuri,2014,Shivpuri2014,344,339246.9000000,-
India,Madhya Pradesh,Shivpuri,2015,Shivpuri2015,298.06451,370715.6700000,-
India,Madhya Pradesh,Shivpuri,2016,Shivpuri2016,279.56522,419465.2500000,-
India,Madhya Pradesh,Shivpuri,2017,Shivpuri2017,326.7742,441956.4300000,-
India,Madhya Pradesh,Shivpuri,2018,Shivpuri2018,346.29999,482361.0200000,-
India,Uttar Pradesh,Shravasti,2000,Shravasti2000,,351084.1089774,-
India,Uttar Pradesh,Shravasti,2001,Shravasti2001,,357471.0467097,-
India,Uttar Pradesh,Shravasti,2002,Shravasti2002,,369038.1836814,-
India,Uttar Pradesh,Shravasti,2003,Shravasti2003,,388468.8674867,-
India,Uttar Pradesh,Shravasti,2004,Shravasti2004,,407921.4919919,-
India,Uttar Pradesh,Shravasti,2005,Shravasti2005,,431731.0483276,-
India,Uttar Pradesh,Shravasti,2006,Shravasti2006,,466023.3283118,-
India,Uttar Pradesh,Shravasti,2007,Shravasti2007,,495889.8633084,-
India,Uttar Pradesh,Shravasti,2008,Shravasti2008,,533571.8096457,-
India,Uttar Pradesh,Shravasti,2009,Shravasti2009,,566760.9860888,-
India,Uttar Pradesh,Shravasti,2010,Shravasti2010,,612018.7067716,0.15
India,Uttar Pradesh,Shravasti,2011,Shravasti2011,,645131.5532170,-
India,Uttar Pradesh,Shravasti,2012,Shravasti2012,,673552.1893470,-
India,Uttar Pradesh,Shravasti,2013,Shravasti2013,,707469.1041210,-
India,Uttar Pradesh,Shravasti,2014,Shravasti2014,,729686.3008000,-
India,Uttar Pradesh,Shravasti,2015,Shravasti2015,,792048.7593600,-
India,Uttar Pradesh,Shravasti,2016,Shravasti2016,222.85715,888453.0079700,-
India,Uttar Pradesh,Shravasti,2017,Shravasti2017,,922457.5124870,-
India,Uttar Pradesh,Shravasti,2018,Shravasti2018,,949184.4540180,-
India,Uttar Pradesh,Siddharth Nagar,2000,Siddharth Nagar2000,326.25,351084.1089774,-
India,Uttar Pradesh,Siddharth Nagar,2001,Siddharth Nagar2001,,357471.0467097,-
India,Uttar Pradesh,Siddharth Nagar,2002,Siddharth Nagar2002,,369038.1836814,-
India,Uttar Pradesh,Siddharth Nagar,2003,Siddharth Nagar2003,,388468.8674867,-
India,Uttar Pradesh,Siddharth Nagar,2004,Siddharth Nagar2004,,407921.4919919,-
India,Uttar Pradesh,Siddharth Nagar,2005,Siddharth Nagar2005,,431731.0483276,-
India,Uttar Pradesh,Siddharth Nagar,2006,Siddharth Nagar2006,,466023.3283118,-
India,Uttar Pradesh,Siddharth Nagar,2007,Siddharth Nagar2007,,495889.8633084,-
India,Uttar Pradesh,Siddharth Nagar,2008,Siddharth Nagar2008,,533571.8096457,-
India,Uttar Pradesh,Siddharth Nagar,2009,Siddharth Nagar2009,,566760.9860888,-
India,Uttar Pradesh,Siddharth Nagar,2010,Siddharth Nagar2010,,612018.7067716,0.27
India,Uttar Pradesh,Siddharth Nagar,2011,Siddharth Nagar2011,,645131.5532170,-
India,Uttar Pradesh,Siddharth Nagar,2012,Siddharth Nagar2012,,673552.1893470,-
India,Uttar Pradesh,Siddharth Nagar,2013,Siddharth Nagar2013,,707469.1041210,-
India,Uttar Pradesh,Siddharth Nagar,2014,Siddharth Nagar2014,,729686.3008000,-
India,Uttar Pradesh,Siddharth Nagar,2015,Siddharth Nagar2015,,792048.7593600,-
India,Uttar Pradesh,Siddharth Nagar,2016,Siddharth Nagar2016,268.36365,888453.0079700,-
India,Uttar Pradesh,Siddharth Nagar,2017,Siddharth Nagar2017,,922457.5124870,-
India,Uttar Pradesh,Siddharth Nagar,2018,Siddharth Nagar2018,232.5,949184.4540180,-
India,Telangana,Siddipet,2000,Siddipet2000,128,,-
India,Telangana,Siddipet,2001,Siddipet2001,,,-
India,Telangana,Siddipet,2002,Siddipet2002,,,-
India,Telangana,Siddipet,2003,Siddipet2003,,,-
India,Telangana,Siddipet,2004,Siddipet2004,270,161790.0415709,-
India,Telangana,Siddipet,2005,Siddipet2005,335,187776.1779824,-
India,Telangana,Siddipet,2006,Siddipet2006,893.5,208478.0615525,-
India,Telangana,Siddipet,2007,Siddipet2007,477.5,229693.2189788,-
India,Telangana,Siddipet,2008,Siddipet2008,287.5,260994.8059207,-
India,Telangana,Siddipet,2009,Siddipet2009,320,261702.8578216,-
India,Telangana,Siddipet,2010,Siddipet2010,265,307974.0313275,
India,Telangana,Siddipet,2011,Siddipet2011,175,325139.3400000,-
India,Telangana,Siddipet,2012,Siddipet2012,,334204.7200000,-
India,Telangana,Siddipet,2013,Siddipet2013,522.5,349592.6600000,-
India,Telangana,Siddipet,2014,Siddipet2014,545,372896.7400000,-
India,Telangana,Siddipet,2015,Siddipet2015,213.33333,416892.3724070,-
India,Telangana,Siddipet,2016,Siddipet2016,170,455731.0900000,-
India,Telangana,Siddipet,2017,Siddipet2017,298.75,498145.4600000,-
India,Telangana,Siddipet,2018,Siddipet2018,198.33333,544440.5948440,-
India,Madhya Pradesh,Sidhi,2000,Sidhi2000,,142623.6373679,-
India,Madhya Pradesh,Sidhi,2001,Sidhi2001,218.61111,152826.3020635,-
India,Madhya Pradesh,Sidhi,2002,Sidhi2002,232.14285,144856.4718406,-
India,Madhya Pradesh,Sidhi,2003,Sidhi2003,,161105.9514238,-
India,Madhya Pradesh,Sidhi,2004,Sidhi2004,262.8125,166392.1069122,-
India,Madhya Pradesh,Sidhi,2005,Sidhi2005,226.38889,174775.7442430,-
India,Madhya Pradesh,Sidhi,2006,Sidhi2006,215.4762,190707.9783514,-
India,Madhya Pradesh,Sidhi,2007,Sidhi2007,237.5,199720.2561209,-
India,Madhya Pradesh,Sidhi,2008,Sidhi2008,192.5,224970.9800584,-
India,Madhya Pradesh,Sidhi,2009,Sidhi2009,210.90909,246296.5721929,-
India,Madhya Pradesh,Sidhi,2010,Sidhi2010,236.19048,259230.1690989,0.24
India,Madhya Pradesh,Sidhi,2011,Sidhi2011,204.25,282371.0400000,-
India,Madhya Pradesh,Sidhi,2012,Sidhi2012,203.57143,306853.3400000,-
India,Madhya Pradesh,Sidhi,2013,Sidhi2013,280.2381,322597.6000000,-
India,Madhya Pradesh,Sidhi,2014,Sidhi2014,209.23077,339246.9000000,-
India,Madhya Pradesh,Sidhi,2015,Sidhi2015,204.22223,370715.6700000,-
India,Madhya Pradesh,Sidhi,2016,Sidhi2016,201.42857,419465.2500000,-
India,Madhya Pradesh,Sidhi,2017,Sidhi2017,249.65517,441956.4300000,-
India,Madhya Pradesh,Sidhi,2018,Sidhi2018,254.96428,482361.0200000,-
India,Rajasthan,Sikar,2000,Sikar2000,318.33334,174260.9950852,-
India,Rajasthan,Sikar,2001,Sikar2001,281,194104.6611551,-
India,Rajasthan,Sikar,2002,Sikar2002,225,170786.1680972,-
India,Rajasthan,Sikar,2003,Sikar2003,,225127.9942080,-
India,Rajasthan,Sikar,2004,Sikar2004,256.36365,219623.1494967,-
India,Rajasthan,Sikar,2005,Sikar2005,323.33334,234376.8327693,-
India,Rajasthan,Sikar,2006,Sikar2006,145,261962.6382181,-
India,Rajasthan,Sikar,2007,Sikar2007,230,273898.8027250,-
India,Rajasthan,Sikar,2008,Sikar2008,280.5625,296930.5963142,-
India,Rajasthan,Sikar,2009,Sikar2009,263.88889,314237.3713139,-
India,Rajasthan,Sikar,2010,Sikar2010,221.08696,361435.8554958,0.26
India,Rajasthan,Sikar,2011,Sikar2011,259.79166,395330.9316780,-
India,Rajasthan,Sikar,2012,Sikar2012,267.05884,409802.4908070,-
India,Rajasthan,Sikar,2013,Sikar2013,316.25,434292.2192850,-
India,Rajasthan,Sikar,2014,Sikar2014,256.19049,465407.7311100,-
India,Rajasthan,Sikar,2015,Sikar2015,461,501921.5114360,-
India,Rajasthan,Sikar,2016,Sikar2016,212.69231,529650.3844990,-
India,Rajasthan,Sikar,2017,Sikar2017,269.5,557618.2069760,-
India,Rajasthan,Sikar,2018,Sikar2018,345.78125,568101.8829530,-
India,Jharkhand,Simdega,2000,Simdega2000,,65731.2805286,-
India,Jharkhand,Simdega,2001,Simdega2001,,70259.9668104,-
India,Jharkhand,Simdega,2002,Simdega2002,,72227.2458811,-
India,Jharkhand,Simdega,2003,Simdega2003,,77692.7317203,-
India,Jharkhand,Simdega,2004,Simdega2004,104.5,90933.6538866,-
India,Jharkhand,Simdega,2005,Simdega2005,,86858.7727437,-
India,Jharkhand,Simdega,2006,Simdega2006,110.33334,88314.3261633,-
India,Jharkhand,Simdega,2007,Simdega2007,403.33334,107985.9699481,-
India,Jharkhand,Simdega,2008,Simdega2008,185,103643.8360002,-
India,Jharkhand,Simdega,2009,Simdega2009,175,113916.5552988,-
India,Jharkhand,Simdega,2010,Simdega2010,164,130488.9543595,
India,Jharkhand,Simdega,2011,Simdega2011,188.33333,137383.4700000,-
India,Jharkhand,Simdega,2012,Simdega2012,155.83333,149526.2900000,-
India,Jharkhand,Simdega,2013,Simdega2013,250,150609.3300000,-
India,Jharkhand,Simdega,2014,Simdega2014,,170568.0000000,-
India,Jharkhand,Simdega,2015,Simdega2015,,158231.1200000,-
India,Jharkhand,Simdega,2016,Simdega2016,,176363.1200000,-
India,Jharkhand,Simdega,2017,Simdega2017,,191573.0700000,-
India,Jharkhand,Simdega,2018,Simdega2018,,208701.4600000,-
India,Maharashtra,Sindhudurg,2000,Sindhudurg2000,73,462181.6751331,-
India,Maharashtra,Sindhudurg,2001,Sindhudurg2001,75.606064,478508.6139339,-
India,Maharashtra,Sindhudurg,2002,Sindhudurg2002,70.454544,511507.1640366,-
India,Maharashtra,Sindhudurg,2003,Sindhudurg2003,,551012.7797041,-
India,Maharashtra,Sindhudurg,2004,Sindhudurg2004,64.838707,599027.6349564,-
India,Maharashtra,Sindhudurg,2005,Sindhudurg2005,91,685815.5488720,-
India,Maharashtra,Sindhudurg,2006,Sindhudurg2006,111.34286,780279.6914051,-
India,Maharashtra,Sindhudurg,2007,Sindhudurg2007,95.735291,871095.9483975,-
India,Maharashtra,Sindhudurg,2008,Sindhudurg2008,103.7037,884778.7476540,-
India,Maharashtra,Sindhudurg,2009,Sindhudurg2009,86.346153,970265.1970352,-
India,Maharashtra,Sindhudurg,2010,Sindhudurg2010,88.888885,1080814.5878042,0.21
India,Maharashtra,Sindhudurg,2011,Sindhudurg2011,84.333336,1126594.6978750,-
India,Maharashtra,Sindhudurg,2012,Sindhudurg2012,90.263161,1189710.8397820,-
India,Maharashtra,Sindhudurg,2013,Sindhudurg2013,92.638885,1267551.2697310,-
India,Maharashtra,Sindhudurg,2014,Sindhudurg2014,97.391304,1345341.4633030,-
India,Maharashtra,Sindhudurg,2015,Sindhudurg2015,105,1452513.3948880,-
India,Maharashtra,Sindhudurg,2016,Sindhudurg2016,71.767441,1596120.7476030,-
India,Maharashtra,Sindhudurg,2017,Sindhudurg2017,416.42093,1661065.0072150,-
India,Maharashtra,Sindhudurg,2018,Sindhudurg2018,76.940002,1728577.9530550,-
India,Madhya Pradesh,Singrauli,2000,Singrauli2000,,142623.6373679,-
India,Madhya Pradesh,Singrauli,2001,Singrauli2001,185.71428,152826.3020635,-
India,Madhya Pradesh,Singrauli,2002,Singrauli2002,212.14285,144856.4718406,-
India,Madhya Pradesh,Singrauli,2003,Singrauli2003,,161105.9514238,-
India,Madhya Pradesh,Singrauli,2004,Singrauli2004,172,166392.1069122,-
India,Madhya Pradesh,Singrauli,2005,Singrauli2005,174,174775.7442430,-
India,Madhya Pradesh,Singrauli,2006,Singrauli2006,199.28572,190707.9783514,-
India,Madhya Pradesh,Singrauli,2007,Singrauli2007,230,199720.2561209,-
India,Madhya Pradesh,Singrauli,2008,Singrauli2008,,224970.9800584,-
India,Madhya Pradesh,Singrauli,2009,Singrauli2009,167.85715,246296.5721929,-
India,Madhya Pradesh,Singrauli,2010,Singrauli2010,231.66667,259230.1690989,0.3
India,Madhya Pradesh,Singrauli,2011,Singrauli2011,159.28572,282371.0400000,-
India,Madhya Pradesh,Singrauli,2012,Singrauli2012,228.57143,306853.3400000,-
India,Madhya Pradesh,Singrauli,2013,Singrauli2013,257.5,322597.6000000,-
India,Madhya Pradesh,Singrauli,2014,Singrauli2014,203.52942,339246.9000000,-
India,Madhya Pradesh,Singrauli,2015,Singrauli2015,171.70589,370715.6700000,-
India,Madhya Pradesh,Singrauli,2016,Singrauli2016,160,419465.2500000,-
India,Madhya Pradesh,Singrauli,2017,Singrauli2017,226.42857,441956.4300000,-
India,Madhya Pradesh,Singrauli,2018,Singrauli2018,182.76471,482361.0200000,-
India,Himachal Pradesh,Sirmaur,2000,Sirmaur2000,,29339.7770153,-
India,Himachal Pradesh,Sirmaur,2001,Sirmaur2001,,30835.3047836,-
India,Himachal Pradesh,Sirmaur,2002,Sirmaur2002,,32337.4695094,-
India,Himachal Pradesh,Sirmaur,2003,Sirmaur2003,269.28571,34503.3299903,-
India,Himachal Pradesh,Sirmaur,2004,Sirmaur2004,225,37777.5623823,-
India,Himachal Pradesh,Sirmaur,2005,Sirmaur2005,228.18182,41021.5488591,-
India,Himachal Pradesh,Sirmaur,2006,Sirmaur2006,216.27272,44249.1525372,-
India,Himachal Pradesh,Sirmaur,2007,Sirmaur2007,188.46153,46999.7471168,-
India,Himachal Pradesh,Sirmaur,2008,Sirmaur2008,266.25,49294.6021030,-
India,Himachal Pradesh,Sirmaur,2009,Sirmaur2009,159.16667,51967.4470910,-
India,Himachal Pradesh,Sirmaur,2010,Sirmaur2010,154.10001,56319.5239360,0.35
India,Himachal Pradesh,Sirmaur,2011,Sirmaur2011,156.81818,60536.2498140,-
India,Himachal Pradesh,Sirmaur,2012,Sirmaur2012,152.27272,64518.5206780,-
India,Himachal Pradesh,Sirmaur,2013,Sirmaur2013,,69398.1551520,-
India,Himachal Pradesh,Sirmaur,2014,Sirmaur2014,171,74552.9824970,-
India,Himachal Pradesh,Sirmaur,2015,Sirmaur2015,181.66667,80562.9156560,-
India,Himachal Pradesh,Sirmaur,2016,Sirmaur2016,,88112.1223300,-
India,Himachal Pradesh,Sirmaur,2017,Sirmaur2017,,93524.9756800,-
India,Himachal Pradesh,Sirmaur,2018,Sirmaur2018,0,99217.8269700,-
India,Rajasthan,Sirohi,2000,Sirohi2000,454.66666,174260.9950852,-
India,Rajasthan,Sirohi,2001,Sirohi2001,393.46155,194104.6611551,-
India,Rajasthan,Sirohi,2002,Sirohi2002,486.25,170786.1680972,-
India,Rajasthan,Sirohi,2003,Sirohi2003,,225127.9942080,-
India,Rajasthan,Sirohi,2004,Sirohi2004,293,219623.1494967,-
India,Rajasthan,Sirohi,2005,Sirohi2005,312.85715,234376.8327693,-
India,Rajasthan,Sirohi,2006,Sirohi2006,,261962.6382181,-
India,Rajasthan,Sirohi,2007,Sirohi2007,483.75,273898.8027250,-
India,Rajasthan,Sirohi,2008,Sirohi2008,460.7619,296930.5963142,-
India,Rajasthan,Sirohi,2009,Sirohi2009,403.63635,314237.3713139,-
India,Rajasthan,Sirohi,2010,Sirohi2010,526.20001,361435.8554958,0.29
India,Rajasthan,Sirohi,2011,Sirohi2011,420.66666,395330.9316780,-
India,Rajasthan,Sirohi,2012,Sirohi2012,476.23529,409802.4908070,-
India,Rajasthan,Sirohi,2013,Sirohi2013,368.88889,434292.2192850,-
India,Rajasthan,Sirohi,2014,Sirohi2014,483.52942,465407.7311100,-
India,Rajasthan,Sirohi,2015,Sirohi2015,433.72726,501921.5114360,-
India,Rajasthan,Sirohi,2016,Sirohi2016,387.85715,529650.3844990,-
India,Rajasthan,Sirohi,2017,Sirohi2017,405.83334,557618.2069760,-
India,Rajasthan,Sirohi,2018,Sirohi2018,453.28571,568101.8829530,-
India,Haryana,Sirsa,2000,Sirsa2000,639.27777,108123.1615110,-
India,Haryana,Sirsa,2001,Sirsa2001,,116474.1890178,-
India,Haryana,Sirsa,2002,Sirsa2002,,123614.6773118,-
India,Haryana,Sirsa,2003,Sirsa2003,,135775.0939499,-
India,Haryana,Sirsa,2004,Sirsa2004,408.78787,147482.6165469,-
India,Haryana,Sirsa,2005,Sirsa2005,509.16666,160805.9553307,-
India,Haryana,Sirsa,2006,Sirsa2006,471.41177,179089.4675824,-
India,Haryana,Sirsa,2007,Sirsa2007,386.11111,193107.6941953,-
India,Haryana,Sirsa,2008,Sirsa2008,503.69232,207976.1043076,-
India,Haryana,Sirsa,2009,Sirsa2009,520.61292,233961.2315570,-
India,Haryana,Sirsa,2010,Sirsa2010,490.53333,249823.4552757,0.31
India,Haryana,Sirsa,2011,Sirsa2011,,271152.4806820,-
India,Haryana,Sirsa,2012,Sirsa2012,773.26086,289756.2204540,-
India,Haryana,Sirsa,2013,Sirsa2013,652.52631,314931.1968250,-
India,Haryana,Sirsa,2014,Sirsa2014,759.0769,333359.2474810,-
India,Haryana,Sirsa,2015,Sirsa2015,,372700.2450170,-
India,Haryana,Sirsa,2016,Sirsa2016,675.35138,412054.6146970,-
India,Haryana,Sirsa,2017,Sirsa2017,885.45453,434407.1727430,-
India,Haryana,Sirsa,2018,Sirsa2018,364.48386,470327.6431580,-
India,Bihar,Sitamarhi,2000,Sitamarhi2000,,110614.8384025,-
India,Bihar,Sitamarhi,2001,Sitamarhi2001,283.33334,104271.4311831,-
India,Bihar,Sitamarhi,2002,Sitamarhi2002,,117457.1421273,-
India,Bihar,Sitamarhi,2003,Sitamarhi2003,,109882.9860909,-
India,Bihar,Sitamarhi,2004,Sitamarhi2004,222,123786.1184561,-
India,Bihar,Sitamarhi,2005,Sitamarhi2005,,120702.7833210,-
India,Bihar,Sitamarhi,2006,Sitamarhi2006,,141591.8828573,-
India,Bihar,Sitamarhi,2007,Sitamarhi2007,162.5,148922.2741187,-
India,Bihar,Sitamarhi,2008,Sitamarhi2008,,171625.4704850,-
India,Bihar,Sitamarhi,2009,Sitamarhi2009,201.25,179834.9465579,-
India,Bihar,Sitamarhi,2010,Sitamarhi2010,310,207295.1926379,0.21
India,Bihar,Sitamarhi,2011,Sitamarhi2011,225,228497.4445300,-
India,Bihar,Sitamarhi,2012,Sitamarhi2012,202.5,236932.5512450,-
India,Bihar,Sitamarhi,2013,Sitamarhi2013,211.66667,246914.7420090,-
India,Bihar,Sitamarhi,2014,Sitamarhi2014,,255738.8121590,-
India,Bihar,Sitamarhi,2015,Sitamarhi2015,,269199.6011080,-
India,Bihar,Sitamarhi,2016,Sitamarhi2016,160,289264.8743110,-
India,Bihar,Sitamarhi,2017,Sitamarhi2017,,312605.1364840,-
India,Bihar,Sitamarhi,2018,Sitamarhi2018,,345545.4510650,-
India,Uttar Pradesh,Sitapur,2000,Sitapur2000,278.125,351084.1089774,-
India,Uttar Pradesh,Sitapur,2001,Sitapur2001,208.63637,357471.0467097,-
India,Uttar Pradesh,Sitapur,2002,Sitapur2002,,369038.1836814,-
India,Uttar Pradesh,Sitapur,2003,Sitapur2003,,388468.8674867,-
India,Uttar Pradesh,Sitapur,2004,Sitapur2004,,407921.4919919,-
India,Uttar Pradesh,Sitapur,2005,Sitapur2005,,431731.0483276,-
India,Uttar Pradesh,Sitapur,2006,Sitapur2006,,466023.3283118,-
India,Uttar Pradesh,Sitapur,2007,Sitapur2007,,495889.8633084,-
India,Uttar Pradesh,Sitapur,2008,Sitapur2008,,533571.8096457,-
India,Uttar Pradesh,Sitapur,2009,Sitapur2009,,566760.9860888,-
India,Uttar Pradesh,Sitapur,2010,Sitapur2010,,612018.7067716,0.26
India,Uttar Pradesh,Sitapur,2011,Sitapur2011,,645131.5532170,-
India,Uttar Pradesh,Sitapur,2012,Sitapur2012,,673552.1893470,-
India,Uttar Pradesh,Sitapur,2013,Sitapur2013,,707469.1041210,-
India,Uttar Pradesh,Sitapur,2014,Sitapur2014,,729686.3008000,-
India,Uttar Pradesh,Sitapur,2015,Sitapur2015,,792048.7593600,-
India,Uttar Pradesh,Sitapur,2016,Sitapur2016,275.55554,888453.0079700,-
India,Uttar Pradesh,Sitapur,2017,Sitapur2017,,922457.5124870,-
India,Uttar Pradesh,Sitapur,2018,Sitapur2018,252,949184.4540180,-
India,Tamilnadu,Sivaganga,2000,Sivaganga2000,534.41174,288498.4181227,-
India,Tamilnadu,Sivaganga,2001,Sivaganga2001,641.57892,282908.7883863,-
India,Tamilnadu,Sivaganga,2002,Sivaganga2002,478.82352,284324.4625843,-
India,Tamilnadu,Sivaganga,2003,Sivaganga2003,,302043.2235134,-
India,Tamilnadu,Sivaganga,2004,Sivaganga2004,257.22223,337921.4310494,-
India,Tamilnadu,Sivaganga,2005,Sivaganga2005,406,386683.3228327,-
India,Tamilnadu,Sivaganga,2006,Sivaganga2006,383.18182,447233.0158785,-
India,Tamilnadu,Sivaganga,2007,Sivaganga2007,641,475248.2853010,-
India,Tamilnadu,Sivaganga,2008,Sivaganga2008,,500383.6189228,-
India,Tamilnadu,Sivaganga,2009,Sivaganga2009,335.90909,552763.7099191,-
India,Tamilnadu,Sivaganga,2010,Sivaganga2010,340.625,628151.2480917,0.27
India,Tamilnadu,Sivaganga,2011,Sivaganga2011,475,674478.3504220,-
India,Tamilnadu,Sivaganga,2012,Sivaganga2012,,709343.1348440,-
India,Tamilnadu,Sivaganga,2013,Sivaganga2013,,750416.1623180,-
India,Tamilnadu,Sivaganga,2014,Sivaganga2014,405.41666,791915.0973070,-
India,Tamilnadu,Sivaganga,2015,Sivaganga2015,,862436.9805160,-
India,Tamilnadu,Sivaganga,2016,Sivaganga2016,484.16666,922084.3072190,-
India,Tamilnadu,Sivaganga,2017,Sivaganga2017,595,1000308.1634510,-
India,Tamilnadu,Sivaganga,2018,Sivaganga2018,473.7037,1071601.8973250,-
India,Assam,Sivasagar,2000,Sivasagar2000,,76319.4629319,-
India,Assam,Sivasagar,2001,Sivasagar2001,,78289.0124612,-
India,Assam,Sivasagar,2002,Sivasagar2002,,83032.6736654,-
India,Assam,Sivasagar,2003,Sivasagar2003,,88141.4107563,-
